variant,base_variant,split_id,deploy_context_mode,use_z_gru_state,epoch,train_loss,train_bce,val_loss,val_bce,validation_performed,lr,residual_scale,context_dim,batch_size,aux_count_weight,aux_psth_weight,aux_temporal_kl_weight,aux_spatial_kl_weight,aux_early_temporal_kl_weight,aux_first_time_weight,early_time_window,val_temporal_kl_loss,val_spatial_kl_loss,val_early_temporal_kl_loss,val_first_time_loss,dropout,weight_decay,use_pattern_embedding,use_bit_features,current_bit_feature_mode,current_bit_encoder,use_prev_pattern_context,use_prev_pattern_bit_context,z_history_len,z_gru_hidden_dim,z_gru_layers,z_history_pattern_mode,use_frequency_features,use_rbf_features,use_frequency_film,freq_rbf_dim,experiment_group,history_strategy,freq_strategy
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,40,0.06663192029452886,0.03471408364977276,0.07067650922821829,0.0351395351433861,True,0.0008,0.38918423652648926,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.25820538416320893,0.14045649200644422,0.1740886539254258,0.024681438586343283,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,41,0.06653954311675718,0.03470995387712579,,,False,0.0008,0.39350610971450806,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,42,0.0663955154626993,0.034699084403483196,0.07073617315653599,0.03508958216802573,True,0.0008,0.39965373277664185,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.2588549097044567,0.14010862060869583,0.17498476415638436,0.02532437422619056,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,43,0.06628014952825154,0.03468699648034203,,,False,0.0008,0.4059392213821411,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,44,0.06617879933335119,0.03467125674278335,0.0712043671445413,0.03513705540619849,True,0.0008,0.41200539469718933,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.2609522727871048,0.1404842136116274,0.17829535820936382,0.026074608999453946,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,45,0.06593049294407609,0.0346310242574301,,,False,0.0008,0.419459730386734,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,46,0.06586642054429091,0.03464745206056665,0.07145764764343983,0.03519283242515308,True,0.0008,0.4256402850151062,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.2622322961872007,0.14103355584990163,0.17922722602934146,0.027271949256510043,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,47,0.06575343775818333,0.03462854033406424,,,False,0.0008,0.43175822496414185,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,48,0.06560827202557001,0.034602889560756724,0.07237732642059508,0.03522441045001701,True,0.0008,0.43925097584724426,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.26711340905172387,0.141685066965025,0.18647503542110708,0.02675077142037125,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,49,0.06562307163532245,0.0346212575306194,,,False,0.0008,0.44515472650527954,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,50,0.06549497180682107,0.034603186421935314,0.07206513242321518,0.03513871273224469,True,0.0004,0.45083972811698914,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.2670983591264346,0.1412680305816509,0.18378164745808717,0.027081333295213252,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,51,0.06511673099241852,0.03454660850291702,,,False,0.0004,0.4554213583469391,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,52,0.06496909730752398,0.03452441572217606,0.07188914404005046,0.0351264620193528,True,0.0004,0.45959198474884033,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.2666125354742763,0.14072998491200533,0.1824459897013492,0.026767165470119945,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,53,0.06487904249328466,0.03452353871915611,,,False,0.0004,0.4646260142326355,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,54,0.06481735844609669,0.03451319416860182,0.07294054020668655,0.035189494579261134,True,0.0004,0.4688366949558258,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.27151971336968417,0.1412880244747423,0.190805989219551,0.02691086412195271,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,55,0.06474594369090277,0.03451208530953436,,,False,0.0004,0.47330936789512634,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,56,0.06468753481274725,0.03450312704430441,0.07281069378426046,0.03520140153273321,True,0.0004,0.4783157706260681,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.2717707441511379,0.14182894123858206,0.18856477313972883,0.026952989584234293,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,57,0.06467629888342687,0.03449882117719896,,,False,0.0004,0.48228397965431213,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,58,0.06453153062326115,0.03448822596464048,0.07305841694777261,0.035193724055616674,True,0.0004,0.4861290454864502,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.2730800617222834,0.14210342638085854,0.1904898419491236,0.027545520966803586,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,59,0.06455277000814175,0.03449043157509414,,,False,0.0004,0.48979049921035767,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,60,0.06447427136160842,0.03448218526579983,0.07340582095914416,0.03525102121042616,True,0.0004,0.4940367639064789,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.2748867034644524,0.14224363152025524,0.19285215096240896,0.02690256964812509,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,61,0.06439752067591517,0.03448842883032001,,,False,0.0004,0.4982737600803375,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,62,0.06434233404119007,0.03446212502769928,0.07336268100707753,0.03520778496859451,True,0.0004,0.502657413482666,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.27499646245429815,0.14193651849773997,0.1926459127738152,0.028014223479930267,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,63,0.06423320393302759,0.03446053014326042,,,False,0.0004,0.5063753724098206,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,64,0.06422545727589048,0.03445761320862349,0.07364183745099238,0.03526083308321191,True,0.0004,0.5108498334884644,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.276282816309185,0.14243014921109148,0.19467488668449265,0.026360722804310347,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,65,0.06411013134378554,0.034455752959478406,,,False,0.0004,0.5151299834251404,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,66,0.06409871696567339,0.03444632909581584,0.07326925567504934,0.03520037766408037,True,0.0004,0.5190500020980835,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.27530048912355526,0.1419001900922302,0.19122719056611645,0.028547327985148772,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,67,0.06408201688757738,0.034460544309119275,,,False,0.0004,0.523095965385437,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,68,0.06405441811467841,0.03443894580569644,0.07341400460663067,0.03524535796808875,True,0.0002,0.5266166925430298,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.27631656073961997,0.14267764637365887,0.19147407627266264,0.0279496152986648,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,69,0.06386451692760459,0.034418762353445057,,,False,0.0002,0.5286931395530701,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,70,0.06374273965064836,0.034401731337171525,0.07352875377292986,0.035228600936673175,True,0.0002,0.5311317443847656,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.2770015936507922,0.14287747116268149,0.19277208805686297,0.026878421701800274,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,71,0.06365102598484741,0.03439104626247199,,,False,0.0002,0.5341566801071167,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,72,0.06363316649885335,0.03439799448662691,0.07412484113281691,0.03525655820430596,True,0.0002,0.5367482900619507,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.2800514752013916,0.1429236483895016,0.19733051125850742,0.027808666386872564,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,73,0.0636475691083349,0.03440203769735259,,,False,0.0002,0.5392018556594849,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,74,0.06365258721066823,0.034407696539582804,0.0739592496259713,0.03528215151643914,True,0.0002,0.5412465929985046,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.2791879964664194,0.14327320269864016,0.19557733460508211,0.02715337784870974,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,75,0.06353776255435058,0.03438807817972469,,,False,0.0002,0.5437453985214233,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,76,0.06347928283993243,0.03438642442064744,0.07431441078884433,0.03528569881061111,True,0.0002,0.5464330911636353,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.2816667006339556,0.1433384975801012,0.19793671721427394,0.027729208098450628,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,77,0.06351274297260141,0.03438641607198339,,,False,0.0002,0.548384428024292,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,78,0.06347648701026026,0.03438538611548428,0.07432699165527534,0.035297860136604735,True,0.0002,0.5507660508155823,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.2814962032266739,0.14341982488011404,0.19808131269399834,0.027521209971504715,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,79,0.06342547262123004,0.03437696245979424,,,False,0.0002,0.5529794096946716,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",,,,,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
task2_C4_history_slim,task2_C4_history_slim,random,z_window_frequency_context,True,80,0.06343038247969995,0.03437520680726801,0.0743269147997352,0.0352660092356898,True,0.0002,0.5553340315818787,19,1024,0.03,0.03,0.06,0.04,0.08,0.02,"[0, 20]",0.2815565040684174,0.14319722992603226,0.19850326343016192,0.02768668520037507,0.12,0.0001,False,True,single,linear,False,False,24,64,2,embedding,False,False,False,0,single_slim,H24_D64_embedding_layers2,no_direct_freq_window_freq_context
