variant,base_variant,split_id,deploy_context_mode,use_z_gru_state,epoch,train_loss,train_bce,val_loss,val_bce,validation_performed,lr,residual_scale,context_dim,batch_size,aux_count_weight,aux_psth_weight,aux_temporal_kl_weight,aux_spatial_kl_weight,aux_early_temporal_kl_weight,aux_first_time_weight,early_time_window,val_temporal_kl_loss,val_spatial_kl_loss,val_early_temporal_kl_loss,val_first_time_loss,val_joint_kl_loss,val_focal_loss,val_ranking_loss,dropout,weight_decay,use_pattern_embedding,use_bit_features,current_bit_feature_mode,current_bit_encoder,use_prev_pattern_context,use_prev_pattern_bit_context,z_history_len,z_gru_hidden_dim,z_gru_layers,z_history_pattern_mode,use_frequency_features,use_rbf_features,use_frequency_film,freq_rbf_dim,experiment_group,history_strategy,freq_strategy
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,105,0.03276878758467765,0.032763998325547605,,,False,0.0008,0.43016868829727173,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,106,0.03277080777128047,0.03276600694549338,0.03399413341758762,0.03398881749271945,True,0.0008,0.4320489168167114,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.2587635903446763,0.14069862857745286,0.16448962298440345,0.0281720417734616,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,107,0.0327586559016429,0.032753863121256416,,,False,0.0008,0.43373629450798035,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,108,0.03272501384881923,0.032720231623561295,0.03405249949908417,0.03404717950440952,True,0.0008,0.43572676181793213,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.26016073385473054,0.14108220866968066,0.16456512604765886,0.029411110326263104,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,109,0.03271468082339051,0.03270990331237387,,,False,0.0008,0.4374799132347107,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,110,0.03269588433532201,0.03269110526924404,0.03401131031639648,0.03400597824525887,True,0.0008,0.4398666322231293,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.2590732543422986,0.1414768930035408,0.16413206902283478,0.0293036735021874,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,111,0.032696237353753654,0.032691460222652506,,,False,0.0008,0.4408901333808899,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,112,0.032676885453471964,0.03267210872918423,0.03404900764191458,0.034043687391361405,True,0.0008,0.4427923560142517,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.25906903937743303,0.14116170901040034,0.16381693426540536,0.02875714472105139,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,113,0.03266300054617558,0.03265822561791538,,,False,0.0008,0.44467538595199585,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,114,0.03263543333371859,0.03263066870833197,0.033976824013840334,0.03397151493915805,True,0.0008,0.4469415247440338,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.260238457261245,0.14088491514141177,0.16372642373931662,0.029420364977568222,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,115,0.03262399936208465,0.032619237544393435,,,False,0.0008,0.44901129603385925,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,116,0.03262351474571754,0.0326187532884304,0.03405128727624178,0.034045991089976864,True,0.0004,0.45075103640556335,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.2601152596048233,0.1413309052135005,0.16371019010658885,0.0284843693507206,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,117,0.0325398928781618,0.03253515646324325,,,False,0.0004,0.45219531655311584,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,118,0.03251198792152087,0.03250726211859276,0.0339980720152491,0.033992762940566815,True,0.0004,0.4539617896080017,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.26048461200813655,0.14117121065974103,0.16404420738803552,0.029103540023736548,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,119,0.032494536058380055,0.03248981636253092,,,False,0.0004,0.45571884512901306,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,120,0.03248719835449728,0.03248247947478357,0.03405472243374044,0.03404942945599155,True,0.0004,0.4569591283798218,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.2606734994619115,0.1414290861315465,0.16429061418698157,0.028714664568486974,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,121,0.03247299350984882,0.032468278421206816,,,False,0.0004,0.4584522247314453,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,122,0.032467775411689236,0.032463056830779206,0.03402343460773646,0.03401812762941843,True,0.0004,0.4595283269882202,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.2607083119192776,0.14166801482539385,0.16415449327023074,0.028631551233439065,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,123,0.03246381391708074,0.03245910305294302,,,False,0.0004,0.460614413022995,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,124,0.03245375775723389,0.032449052760184505,0.034011660706080436,0.03400635830932595,True,0.0004,0.46201691031455994,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.26041026419126895,0.14164611628962687,0.16427844419623866,0.027732469047410318,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,125,0.03244230803583072,0.03243760140957656,,,False,0.0004,0.4632195830345154,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,126,0.03244112320899339,0.03243641329812861,0.03406729646420104,0.034061989786080375,True,0.0004,0.4647224247455597,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.2613401650780379,0.14192730799802358,0.16425602513665435,0.02816584301834422,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,127,0.032428133875700225,0.03242342875154777,,,False,0.0004,0.465861976146698,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,128,0.032427207418719885,0.03242249698216131,0.03403341675430168,0.03402810952010513,True,0.0004,0.46701714396476746,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.2622220356523255,0.14175485233064453,0.164448884664695,0.029191943476714537,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,129,0.0324269914547357,0.03242227933127426,,,False,0.0004,0.4681408107280731,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,130,0.03240943981457907,0.032404740323099,0.03408545973709671,0.03408013010683954,True,0.0004,0.4695563018321991,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.2626536541046652,0.1420017550957591,0.16470559158442932,0.029640180825367655,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,131,0.032422935109748585,0.0324182260476312,,,False,0.0004,0.4707846939563751,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,132,0.03241036531800774,0.0324056643456098,0.03408327884261322,0.03407795721901252,True,0.0004,0.47179603576660156,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.2619940303257686,0.1420376175615255,0.16456861360172095,0.029006053856443344,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,133,0.03239748742036992,0.032392785420834326,,,False,0.0004,0.4729279577732086,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,134,0.03237457759859541,0.032369887874539406,0.03402841682185228,0.03402309725531424,True,0.0002,0.4740345776081085,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.2620460822459156,0.14208852819989692,0.1643392398200854,0.02899699100407152,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,135,0.03235454897738065,0.03234986309261747,,,False,0.0002,0.4744899570941925,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,136,0.03233683545280386,0.03233215776005578,0.03406287423438496,0.03405757329429841,True,0.0002,0.4754256308078766,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.26173113876186505,0.14199004493043346,0.1644401959196887,0.028289750899061744,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,137,0.032321659767121536,0.03231698298834479,,,False,0.0002,0.47631537914276123,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,138,0.03231948231738179,0.03231480660908596,0.0340881767121429,0.034082876328132235,True,0.0002,0.4772176444530487,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.26232188565428677,0.14220197803176748,0.16448707255450162,0.028484323732847584,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,139,0.032311125179934584,0.03230645234441873,,,False,0.0002,0.47793400287628174,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,140,0.032309983645764755,0.03230530588486602,0.03406225802955938,0.03405696278318813,True,0.0002,0.4787336587905884,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.26231329153416266,0.14190306385224383,0.1644487110853998,0.028929759309481825,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,141,0.03231864264572867,0.032313968276335335,,,False,0.0002,0.4794531464576721,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,142,0.03229912772420703,0.0322944582831233,0.03407143207494792,0.03406611597782166,True,0.0002,0.4802763760089874,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.2625845209918038,0.14218281237899788,0.16447846711217087,0.028792534652767092,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,143,0.03229910554388713,0.03229443433074705,,,False,0.0002,0.48108339309692383,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,144,0.032295651809133664,0.03229098118286966,0.03408581166957765,0.03408050713214007,True,0.0002,0.4819072484970093,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.2625973108574731,0.14229932289265354,0.16456190066706852,0.029084813753278836,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,145,0.032288275940048974,0.032283608374850295,,,False,0.0002,0.48255735635757446,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,146,0.032291604034126,0.032286937473766195,0.03409796973270198,0.03409266703575013,True,0.0002,0.48333415389060974,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.2630874575254759,0.14230811047032224,0.16468291426146472,0.02921653920795045,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,147,0.03227834053033753,0.03227367641392425,,,False,0.0002,0.48403874039649963,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,148,0.03229252483836507,0.032287856202267366,0.03407188722681919,0.03406658042075926,True,0.0002,0.4845927655696869,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.26266139055341986,0.1421924211895961,0.16470593822122825,0.028316083405789838,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,149,0.03228325331189906,0.03227858678024893,,,False,0.0002,0.48537224531173706,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,150,0.03228141807738846,0.0322767523617344,0.03407630457487438,0.03407099836920916,True,0.0002,0.48620355129241943,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.2628185865721184,0.14219548673140078,0.16461236702673362,0.028527034335800026,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,151,0.032267895148035027,0.032263230608502357,,,False,0.0002,0.48715940117836,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,152,0.03226679576845861,0.032262133104532256,0.03412969152534048,0.03412438900064673,True,0.0001,0.4877675771713257,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.26344963468017535,0.14243016597531594,0.16453983347892226,0.028998157366541634,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,153,0.0322362108181868,0.032231556407597194,,,False,0.0001,0.4883072078227997,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,154,0.03224174047980891,0.03223708957639964,0.034088105346284196,0.034082797683951026,True,0.0001,0.488839715719223,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.26319893732349214,0.14234090696949214,0.16476337730416277,0.02861573738281173,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,155,0.03223445663208423,0.032229802377446735,,,False,0.0001,0.4892318546772003,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,156,0.03223670871278185,0.03223205959606251,0.03410941691761868,0.034104110539695365,True,0.0001,0.4896524250507355,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.2634850649453708,0.14253270731429862,0.1646923636614139,0.0287316090455561,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,157,0.0322306412078783,0.032225987466252166,,,False,0.0001,0.4902317523956299,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",,,,,,,,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
task2_hybrid_spike_localization,task2_hybrid_spike_localization,random,z_window_summary,True,158,0.03222374980882496,0.03221909973925078,0.034113611278409506,0.03410830417215222,True,0.0001,0.49051153659820557,28,1024,0.03,0.03,0.0,0.0,0.0,0.0,"[0, 20]",0.2635312693689006,0.1426532406330644,0.16475193171054292,0.02887379983283253,0.0,0.0,0.0,0.12,0.0001,False,True,single,linear,True,False,24,64,2,embedding,True,True,False,16,hybrid_localization,H24_D64_embedding_layers2_best_c4,direct_rbf16_plus_full_z_window_context
